prdt_id, prdt_title, reviewerID, sentiment_score
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A1YJEY40YUW4SE,-0.3561
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A60XNB876KYML,0.0
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A3G6XNM240RMWA,0.9714
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A1PQFP6SAJ6D80,0.0
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A38FVHZTNQ271F,0.9052
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A3BTN14HIZET6Z,0.9836
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,A1Z59RFKN0M5QL,0.4597
7806397051,WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette,AWUO9P6PL1SY8,0.2263
9759091062,Xtreme Brite Brightening Gel 1oz.,A3LMILRM9OC3SA,0.4359
9759091062,Xtreme Brite Brightening Gel 1oz.,A30IP88QK3YUIO,0.9201
9759091062,Xtreme Brite Brightening Gel 1oz.,APBQH4BS48CQO,-0.4199
9759091062,Xtreme Brite Brightening Gel 1oz.,A3FE8W8UV95U6B,0.2617
9759091062,Xtreme Brite Brightening Gel 1oz.,A1EVGDOTGFZOSS,0.6369
9759091062,Xtreme Brite Brightening Gel 1oz.,AP5WTCMP6DTRV,-0.3372
9759091062,Xtreme Brite Brightening Gel 1oz.,A21IM16PQWKVO5,0.0
9759091062,Xtreme Brite Brightening Gel 1oz.,A1TLDR1V4O48PK,-0.296
9759091062,Xtreme Brite Brightening Gel 1oz.,A6F8KH0J1AVYA,0.5499
9759091062,Xtreme Brite Brightening Gel 1oz.,AXPKZA7UZXKTT,0.4404
9759091062,Xtreme Brite Brightening Gel 1oz.,A2SIAYDK7GG7QA,0.3832
9788072216,Prada Candy By Prada Eau De Parfum Spray 1.7 Oz For Women,A1QV5IH6HDRN0L,0.9767
9788072216,Prada Candy By Prada Eau De Parfum Spray 1.7 Oz For Women,A3UQXHI88S7XAX,0.7936
9788072216,Prada Candy By Prada Eau De Parfum Spray 1.7 Oz For Women,A2EK2CJNJUF7OQ,0.8957
9788072216,Prada Candy By Prada Eau De Parfum Spray 1.7 Oz For Women,A2GWNGQF9SHRE4,0.9873
9788072216,Prada Candy By Prada Eau De Parfum Spray 1.7 Oz For Women,ABV67T136UXFQ,0.8519
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,A38VDDNZ7A3QM0,0.4742
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,AIBDCIWC061A,0.5859
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,A2CHSTCUTAY1P6,-0.4572
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,A1S8KORSO7AL10,0.9922
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,A2X0X13NTPOZN1,0.9305
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,A66XG9X8S7IH,0.6652
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,A1ACH77RG6C8MN,0.9941
B00004TMFE,Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce,AC1RJK3LSF4RQ,-0.8059
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1D94IJBAPKVYV,0.4019
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A2E6150RHKGSIR,0.8353
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A3B7900K4X1AY5,0.636
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,AV3AUFSA1DXVZ,0.9413
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A16ZJA9BD2WU0Z,0.9187
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A2RQOO8VYAEZZG,0.9387
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A2LI8L6O4M0G1K,-0.3382
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A26869WFGMMZHM,0.8625
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1B89QLQZICCYG,0.1734
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,AVBSDBRCF7LK2,0.8271
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,AW2CYR1UFNI1R,0.8385
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A3CU4448KHG57X,-0.6643
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1NEIH01B5X6QL,0.9791
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,AN5T6MAD6FC5I,0.977
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A220H1HPW0BU20,0.9759
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1REYI6T6VJHKK,0.96
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A265CA7CZPYQ65,0.9093
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1JPXK38UHUSP7,0.8556
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,ABFAO09KLTIFL,0.9805
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1YZ8KOTNU1BEU,0.4779
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A1OA7ZKRQH98C8,0.8126
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,AMB2Z4FMDBWQY,-0.8923
B00004TUBL,Better Living Classic Two Chamber Dispenser, White,A2HRHF83I3NDGT,0.8967
B00004TUBV,Better Living The Ulti-Mate Dispenser,A2P99LRDXBF8NF,0.9721
B00004TUBV,Better Living The Ulti-Mate Dispenser,A3CU4448KHG57X,0.4404
B00004TUBV,Better Living The Ulti-Mate Dispenser,A3VOND2IXC3VET,0.9574
B00004TUBV,Better Living The Ulti-Mate Dispenser,AMYBVJ1JP667H,0.8352
B00004TUBV,Better Living The Ulti-Mate Dispenser,AY1EF0GOH80EK,0.9659
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A1J7CRZ4OJ1T2L,0.7964
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),AD526SECC3I9D,0.8124
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A3AZI828WJN1CD,0.872
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),ACUGBCEADYT6D,0.9105
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),AWCX1MPM94R1A,0.9776
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A14VNXS7M0JO5K,0.135
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),AMV9D5D7VOCO6,0.8979
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A3VU2J7G0U35AU,0.9837
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A2K3A3HA229ZVN,0.8741
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A287547UH1VBJ7,0.775
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),ASXPNU896V9I8,0.7572
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A3S3R88HA0HZG3,0.986
B00004U9UY,Crabtree &amp; Evelyn 2792 Gardeners Hand Therapy (100ml, 3.4 oz),A2SX3JU39YE2TP,0.9686
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,AD526SECC3I9D,0.9843
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,ACUGBCEADYT6D,0.4406
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,A3T7IVHM2TU5B2,0.6588
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,A3VU2J7G0U35AU,0.807
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,A1LR48HRU3LSHF,0.9803
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,A3O0BXK3SZ6FE0,0.9259
B00004U9V2,Crabtree &amp; Evelyn - Gardener's Ultra-Moisturising Hand Therapy Pump - 250g/8.8 OZ,A24YA4ZYCDUIKP,0.9649
B000050B6U,Instant Heat Curling Iron, 1-Inch,AEEJGDRRGLBB1,0.4939
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2K6LI89NAD2J2,0.8957
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1P9UMP1XSE6MI,0.9874
B000050B6U,Instant Heat Curling Iron, 1-Inch,A4WX0FZ1MMAUH,0.6858
B000050B6U,Instant Heat Curling Iron, 1-Inch,AHP55PFHJL0H8,-0.1027
B000050B6U,Instant Heat Curling Iron, 1-Inch,ASPABROV8R7M5,-0.2711
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3T4OHEAHOJ700,-0.2223
B000050B6U,Instant Heat Curling Iron, 1-Inch,AWR80FA3IQ633,0.6771
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3TQZLWYCQXLCQ,0.872
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2RUV6V9CWZAA0,0.0
B000050B6U,Instant Heat Curling Iron, 1-Inch,AWWBWAEQ8UUO0,0.957
B000050B6U,Instant Heat Curling Iron, 1-Inch,AWN8Q7FYS4G09,0.9194
B000050B6U,Instant Heat Curling Iron, 1-Inch,A17V9XL4CWTQ6G,0.928
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1LB3NB6L5DT1Y,0.9689
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3CKLLCH0MDTGH,0.8622
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2X5QDOMVGWFUC,0.2263
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2S6QCNNN8AK91,0.9309
B000050B6U,Instant Heat Curling Iron, 1-Inch,A33AQPJYH7UUXR,-0.858
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2YR1V9QJRC2P1,0.4927
B000050B6U,Instant Heat Curling Iron, 1-Inch,A21JMECLD2N7I2,0.9737
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3QOIDA6B2NIPO,0.9585
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2T0BXKW56SBH9,0.919
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3UVL71PTUYLPP,0.6124
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3A5N8WWYSTF5B,-0.1616
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1SQW9H85UVYNU,0.6696
B000050B6U,Instant Heat Curling Iron, 1-Inch,AR7ODCG57VKFT,0.8655
B000050B6U,Instant Heat Curling Iron, 1-Inch,AFUTF08TQFSGY,0.9157
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1H2M09FY6B9LR,0.9142
B000050B6U,Instant Heat Curling Iron, 1-Inch,A339O8ZW72WHZ0,0.7239
B000050B6U,Instant Heat Curling Iron, 1-Inch,A285W83NMJ5W8W,0.7717
B000050B6U,Instant Heat Curling Iron, 1-Inch,A27DNSEA1L04L2,0.6246
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2DGK3VPJXWT22,0.7408
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3PHEK78LJRZLW,0.3167
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1YSVN7EBQZ5XT,0.5574
B000050B6U,Instant Heat Curling Iron, 1-Inch,A22CW0ZHY3NJH8,-0.8921
B000050B6U,Instant Heat Curling Iron, 1-Inch,AR18PHLJDG19R,0.93
B000050B6U,Instant Heat Curling Iron, 1-Inch,A235ZXW80ILN9R,0.8424
B000050B6U,Instant Heat Curling Iron, 1-Inch,ABAHRPQTOEP8L,0.7706
B000050B6U,Instant Heat Curling Iron, 1-Inch,AYSJCU3AUITYP,0.9345
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3ACCVELQ149WV,0.0
B000050B6U,Instant Heat Curling Iron, 1-Inch,AWXNJ01KHLU3B,0.8718
B000050B6U,Instant Heat Curling Iron, 1-Inch,A9JG8QKH3NWFJ,0.7039
B000050B6U,Instant Heat Curling Iron, 1-Inch,A2FOR1IJSX76LQ,0.9153
B000050B6U,Instant Heat Curling Iron, 1-Inch,A77L8C71G9XMK,0.9052
B000050B6U,Instant Heat Curling Iron, 1-Inch,A4NV7E4LLOYON,0.7264
B000050B6U,Instant Heat Curling Iron, 1-Inch,A3E7FX6I0T8PCR,0.8843
B000050B6U,Instant Heat Curling Iron, 1-Inch,A4SOY5CTY9W2Q,0.8092
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1R3CO2XPML10H,0.0
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1VN0LUQERNCR1,0.6114
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1EQL66CVJ80SP,0.6994
B000050B6U,Instant Heat Curling Iron, 1-Inch,A1AJA5SWVOX28E,0.8402
B000052WY7,Maybelline New York Expert Wear Brow &amp; Eyeliner, 151 Velvet Black , .011 oz (310 mg),AJ7NR31ZL4CBI,-0.1007
B000052WY7,Maybelline New York Expert Wear Brow &amp; Eyeliner, 151 Velvet Black , .011 oz (310 mg),AK78LWNKUAG3M,0.8478
B000052WY7,Maybelline New York Expert Wear Brow &amp; Eyeliner, 151 Velvet Black , .011 oz (310 mg),A2DG0MT6A0EYXI,-0.3108
B000052WY7,Maybelline New York Expert Wear Brow &amp; Eyeliner, 151 Velvet Black , .011 oz (310 mg),A2QE9FT13SXK92,0.9583
B000052WY7,Maybelline New York Expert Wear Brow &amp; Eyeliner, 151 Velvet Black , .011 oz (310 mg),ARGDPRYFGTAVS,0.8172
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A17091PGI79VF6,-0.469
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AF6EHFR0RBGHT,0.0
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2JU3R4WD74388,0.6222
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A12LN1UTGCPU4R,0.7712
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1VJCR1AJRFJJ7,-0.8534
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A4DIVP0NEQDA3,0.6697
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AFLIU4A1AS7PE,0.2598
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1E9VB5X00ITY4,0.0
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2JEGR5ASS6OE3,0.9785
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,ADSCDY8LSLTCF,0.6249
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A3977OZLNA8LCB,0.9022
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A18Z7ICRLVHBBP,0.8588
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A3KUQ3M1O3L9DW,0.2732
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1EDK3T6KR171Z,0.6369
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2E50C4GOXL0E1,0.2115
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2VQKJHIHMRDJG,0.3054
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1PD2IY2BKCMSA,-0.1761
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1HEB1RHNOB4HK,0.8555
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AQDKKTFH5XREM,0.9101
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1CB9JJ39HN1UR,0.2732
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A23FLGGNVYEPQE,-0.7773
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AKMEY1BSHSDG7,-0.4754
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1GNYCXWR15YF9,0.8144
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A28QU1UG32PYNV,0.9249
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A3Q8YGI0NDH78K,0.5453
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A059547920Q3LZVFHLPI3,0.7703
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1XOQU117PKOHN,0.1436
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A10QJVO4NWCL74,0.7178
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AT67ET6XVBMLO,0.566
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A23IRZULU0UWA9,0.1234
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A29CFYFOGQIYBD,0.1355
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A3RZDS72H6UHI7,0.8585
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2DVCR7ITSBDUR,0.7267
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AY6EFQW46SVU2,0.5862
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A3QDZ7H08BLCJA,0.2382
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2URGBJ6XRUTMQ,0.2441
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A10G2HJL0VSWET,-0.0092
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A1Y1BX4MQAN6P5,0.9439
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AOQZ84T71MF85,0.5003
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A21TOLI6QZZN72,0.8176
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2F09EWKV3MTO2,-0.4342
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A38BYCK64K98TI,0.6625
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,ADMPGWBF0BC9W,0.5346
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A4EIIO2XXLR61,-0.354
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A96FRN3LGYUX9,0.9062
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AEE64QQUQZ5XA,0.8625
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A2CSGH74809T4R,0.5719
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A5A9N3HZT14KD,0.7433
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,A29B2TOMJOUES3,0.5269
B000052WYD,Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce,AXFWFTDCJVF7G,0.8187
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A3315AAN855HYG,-0.3309
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A12EYBCZGO4WV7,0.7805
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,AMURMVZ03LPQA,0.8965
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,AHP55PFHJL0H8,0.7964
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A1FD1Y4AJ8ZMW4,0.3653
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,AL084VOAU6E3C,0.3612
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A2CECLRFH55F8H,0.9861
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A1S1B0TWZEG4VJ,0.7425
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A2KWLOBY7GABA0,0.9253
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A2FN4ABZQRR9GE,0.7285
B000052WYL,Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz.,A319F6Y5SBU5YK,0.8481
